Name;Full Name;Nationality;Age;Height;Current Team;Shirt Number;Apps;Mins;Mins/App;Goals;Goals/App;Assists;Assists/App;Yel;Yel/App;Red;Red/App;Shots per Game;Pass Success Percentage;Aerials Won;Forward;Midfielder;Defender;Goalkeeper
Luca Bazzoli;;Germany;24;188;Preussen Muenster;32;5;345;69;0;0;0;0;1;0.2;0;0;0.2;82;1.2;0;1;0;0
Daniel Kyerewaa;;Germany;23;173;Preussen Muenster;7;6;260;43.3333333333333;0;0;0;0;0;0;0;0;0.3;86.5;0.3;0;1;0;0
Rico Preißinger;;Germany;28;185;Preussen Muenster;21;55;3776;68.6545454545455;1;0.0181818181818182;3;0.0545454545454545;17;0.309090909090909;0;0;0.7;74.9;1.2;0;1;0;0
Jakob Korte;;;21;181;Preussen Muenster;39;1;21;21;0;0;0;0;0;0;0;0;0;50;0;0;1;0;0
Simon Scherder;;Germany;31;189;Preussen Muenster;15;5;20;4;0;0;0;0;0;0;0;0;0;70;0.6;0;0;1;0
Etienne Amenyido;;Germany;26;180;Preussen Muenster;30;97;4574;47.1546391752577;10;0.103092783505155;7;0.0721649484536082;14;0.144329896907216;1;0.0103092783505155;0.9;71.9;0.8;1;1;0;0
Dominik Schad;;Germany;27;176;Preussen Muenster;22;18;841;46.7222222222222;0;0;0;0;2;0.111111111111111;0;0;0.4;74;0.5;0;0;1;0
Mateusz Bogusz;;Poland;23;175;Los Angeles FC;19;36;2066;57.3888888888889;4;0.111111111111111;4;0.111111111111111;6;0.166666666666667;0;0;1.8;84.3;0.3;1;1;0;0
Maxime Chanot;;Luxembourg;34;185;Los Angeles FC;25;180;15374;85.4111111111111;8;0.0444444444444444;1;0.00555555555555556;40;0.222222222222222;5;0.0277777777777778;0.6;84.9;2.4;0;0;1;0
Ryan Hollingshead;;USA;33;188;Los Angeles FC;24;255;17640;69.1764705882353;28;0.109803921568627;10;0.0392156862745098;22;0.0862745098039216;1;0.00392156862745098;0.8;78.8;1.9;0;1;1;0
Sergi Palencia;;Spain;28;168;Los Angeles FC;14;61;4190;68.6885245901639;0;0;4;0.0655737704918033;13;0.213114754098361;0;0;0.3;79.8;0.9;0;1;1;0
Lewis O'Brien;;England;26;173;Los Angeles FC;8;187;14963;80.0160427807487;10;0.053475935828877;12;0.0641711229946524;33;0.176470588235294;0;0;0.9;79.6;0.8;0;1;1;0
Hugo Lloris;;France;37;188;Los Angeles FC;1;603;54051;89.636815920398;0;0;1;0.00165837479270315;7;0.0116086235489221;3;0.00497512437810945;0;62.9;0.2;0;0;0;1
Olivier Giroud;;France;38;193;Los Angeles FC;9;552;35369;64.0742753623188;212;0.384057971014493;73;0.132246376811594;56;0.101449275362319;6;0.0108695652173913;2.4;67.6;2.7;1;0;0;0
Omar Campos;;Mexico;22;174;Los Angeles FC;2;27;1608;59.5555555555556;0;0;2;0.0740740740740741;1;0.037037037037037;0;0;0.3;81.6;0.5;0;1;1;0
Kei Kamara;;Sierra Leone;40;191;Los Angeles FC;23;298;20732;69.5704697986577;107;0.359060402684564;35;0.11744966442953;32;0.10738255033557;3;0.0100671140939597;2.6;70.3;3.6;1;1;0;0
Aaron Long;;USA;32;186;Los Angeles FC;33;159;13034;81.9748427672956;10;0.0628930817610063;3;0.0188679245283019;18;0.113207547169811;0;0;0.6;74.4;3.1;0;0;1;0
David Martínez;;Venezuela;18;178;Los Angeles FC;30;17;449;26.4117647058824;4;0.235294117647059;2;0.117647058823529;0;0;1;0.0588235294117647;1.5;83.1;0.1;1;0;0;0
Dénis Bouanga;;Gabon;30;175;Los Angeles FC;99;188;14292;76.0212765957447;63;0.335106382978723;22;0.117021276595745;24;0.127659574468085;1;0.00531914893617021;3;70.5;1.4;1;1;0;0
Timothy Tillman;;Germany;25;183;Los Angeles FC;11;117;6301;53.8547008547009;6;0.0512820512820513;7;0.0598290598290598;10;0.0854700854700855;1;0.00854700854700855;0.7;80.6;0.4;0;1;0;0
Eduard Atuesta;;Colombia;27;180;Los Angeles FC;20;111;7253;65.3423423423424;9;0.0810810810810811;17;0.153153153153153;20;0.18018018018018;0;0;1.2;84.5;0.3;0;1;0;0
Marlon;Marlon Santos da Silva Barbosa;Brazil;29;182;Los Angeles FC;5;192;14092;73.3958333333333;1;0.00520833333333333;1;0.00520833333333333;38;0.197916666666667;5;0.0260416666666667;0.2;92;1.4;0;0;1;0
Eddie Segura;;Colombia;27;178;Los Angeles FC;4;94;6768;72;1;0.0106382978723404;3;0.0319148936170213;8;0.0851063829787234;0;0;0.4;87.3;1.3;0;0;1;0
Érik Dueñas;;USA;20;163;Los Angeles FC;18;34;1167;34.3235294117647;0;0;0;0;6;0.176470588235294;0;0;0.3;86.8;0.1;0;1;0;0
Nathan Ordaz;;El Salvador;20;180;Los Angeles FC;27;36;669;18.5833333333333;1;0.0277777777777778;3;0.0833333333333333;1;0.0277777777777778;0;0;0.3;80.5;0.3;1;0;0;0
Tomás Ángel;;Colombia;21;174;Phoenix Rising FC;21;5;47;9.4;1;0.2;0;0;0;0;0;0;0.8;81;0.2;1;0;0;0
Ilie Sánchez;;Spain;33;182;Los Angeles FC;6;214;17961;83.9299065420561;11;0.0514018691588785;11;0.0514018691588785;40;0.186915887850467;2;0.00934579439252336;0.6;85.2;1.9;0;1;1;0
Luis Müller;;;23;187;Los Angeles FC;91;4;6;1.5;0;0;0;0;0;0;0;0;0.3;85.7;0;1;0;0;0
Thomas Hasal;;Canada;25;193;Los Angeles FC;12;33;2950;89.3939393939394;0;0;0;0;1;0.0303030303030303;0;0;0;61.9;0.3;0;0;0;1
Jesús Murillo;;Colombia;30;183;Los Angeles FC;3;90;7325;81.3888888888889;4;0.0444444444444444;3;0.0333333333333333;23;0.255555555555556;0;0;0.5;79.1;1.8;0;0;1;0
Cristian Olivera;;Uruguay;22;175;Los Angeles FC;13;20;1268;63.4;2;0.1;0;0;2;0.1;0;0;1.5;74.4;0.1;0;1;0;0
Valentin Paltsev;;Russia;23;176;Dynamo Makhachkala;70;13;1170;90;0;0;0;0;5;0.384615384615385;0;0;0.8;71;2.8;0;0;1;0
Houssem Eddine Mrezigue;;;24;185;Dynamo Makhachkala;;8;598;74.75;0;0;0;0;0;0;1;0.125;1.1;74.7;0.8;0;1;0;0
Idar Shumakhov;;Russia;25;185;Dynamo Makhachkala;4;15;1306;87.0666666666667;1;0.0666666666666667;1;0.0666666666666667;0;0;0;0;0.4;79.7;2.3;0;0;1;0
Soslan Kagermazov;;Russia;28;187;Dynamo Makhachkala;13;15;1143;76.2;1;0.0666666666666667;0;0;1;0.0666666666666667;0;0;0.4;54.2;3.1;0;1;0;0
Jimmy Tabidze;;Georgia;28;187;Dynamo Makhachkala;;96;7878;82.0625;1;0.0104166666666667;3;0.03125;15;0.15625;0;0;0.4;80.3;2;0;0;1;0
Egas Cacintura;;Angola;27;175;Dynamo Makhachkala;11;39;2643;67.7692307692308;1;0.0256410256410256;3;0.0769230769230769;9;0.230769230769231;1;0.0256410256410256;1;69.7;0.7;0;1;1;0
Temirkan Sundukov;;Russia;23;176;Dynamo Makhachkala;77;12;901;75.0833333333333;0;0;0;0;4;0.333333333333333;0;0;0.7;61.4;0.9;0;1;0;0
Gamid Agalarov;;Russia;24;181;Dynamo Makhachkala;;100;5324;53.24;28;0.28;3;0.03;16;0.16;0;0;1.2;63.7;1.2;1;0;0;0
Abakar Gadzhiev;;Russia;20;179;Dynamo Makhachkala;7;15;695;46.3333333333333;1;0.0666666666666667;0;0;3;0.2;0;0;1.3;69;0.7;1;0;0;0
Mohammad Javad Hosseinnezhad;;;21;;Dynamo Makhachkala;;11;459;41.7272727272727;1;0.0909090909090909;2;0.181818181818182;1;0.0909090909090909;0;0;1.2;62.3;0.5;0;1;0;0
Nikita Glushkov;;Russia;25;175;Dynamo Makhachkala;47;14;1224;87.4285714285714;0;0;0;0;3;0.214285714285714;1;0.0714285714285714;0.5;67.6;0.8;0;1;0;0
David Volk;;Russia;23;190;Dynamo Makhachkala;27;15;1350;90;0;0;0;0;1;0.0666666666666667;0;0;0;31.1;0.3;0;0;0;1
Nikita Kotin;;Russia;22;188;Dynamo Makhachkala;82;1;70;70;0;0;0;0;0;0;0;0;0;52.9;1;0;0;1;0
Ilya Kirsch;;Russia;20;192;Dynamo Makhachkala;54;1;90;90;0;0;0;0;1;1;0;0;0;76.2;2;0;0;1;0
Jan Dapo;;;22;;Dynamo Makhachkala;71;9;390;43.3333333333333;0;0;0;0;0;0;0;0;0.7;56;1.4;0;0;1;0
Razhab Magomedov;;Russia;24;180;Dynamo Makhachkala;9;13;646;49.6923076923077;0;0;1;0.0769230769230769;1;0.0769230769230769;0;0;0.8;78.9;0.6;0;1;0;0
Zalimkhan Yusupov;;;26;176;Dynamo Makhachkala;22;11;355;32.2727272727273;0;0;0;0;3;0.272727272727273;0;0;0.3;75.7;0.5;0;1;0;0
Kirill Zinovich;;Belarus;21;194;Dynamo Makhachkala;19;18;336;18.6666666666667;0;0;0;0;3;0.166666666666667;0;0;0.3;63.1;1.2;0;1;0;0
Aleksandr Sandrachuk;;Russia;22;176;Dynamo Makhachkala;72;10;431;43.1;0;0;0;0;1;0.1;0;0;0.6;63.6;0.4;0;0;1;0
Mutalip Alibekov;;Russia;27;180;Dynamo Makhachkala;99;6;399;66.5;0;0;0;0;0;0;2;0.333333333333333;0;68.8;0.8;0;0;1;0
Victorien Angban;;Ivory Coast;28;180;Dynamo Makhachkala;8;99;5257;53.1010101010101;1;0.0101010101010101;1;0.0101010101010101;12;0.121212121212121;0;0;0.3;87.1;0.5;0;1;0;0
Serder Serderov;;Russia;30;177;Dynamo Makhachkala;28;44;1413;32.1136363636364;2;0.0454545454545455;2;0.0454545454545455;3;0.0681818181818182;1;0.0227272727272727;0.6;63.3;0.5;1;0;0;0
Maksim Khramtsov;;Russia;22;184;Tyumen;34;2;21;10.5;0;0;0;0;0;0;0;0;0;8.3;1.5;0;0;1;0
Vladimir Kovacevic;;Serbia;32;190;Dynamo Makhachkala;55;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Anton Krachkovskiy;;;22;;Dynamo Makhachkala;17;4;309;77.25;0;0;0;0;1;0.25;0;0;0.3;77.1;0;0;1;0;0
Joey Veerman;;Netherlands;25;185;PSV Eindhoven;23;177;13902;78.5423728813559;31;0.175141242937853;58;0.327683615819209;11;0.0621468926553672;0;0;1.7;80.9;0.7;0;1;0;0
Hirving Lozano;;Mexico;29;175;PSV Eindhoven;27;256;15863;61.96484375;74;0.2890625;35;0.13671875;33;0.12890625;2;0.0078125;2.2;79.4;0.4;1;1;0;0
Malik Tillman;;USA;22;187;PSV Eindhoven;7;92;5654;61.4565217391304;25;0.271739130434783;18;0.195652173913044;9;0.0978260869565217;0;0;1.5;81.1;0.8;0;1;0;0
Luuk de Jong;;Netherlands;34;188;PSV Eindhoven;9;456;30919;67.8048245614035;190;0.416666666666667;70;0.153508771929825;37;0.081140350877193;0;0;2.6;70.5;4.3;1;1;0;0
Olivier Boscagli;;France;26;181;PSV Eindhoven;18;179;13971;78.0502793296089;11;0.0614525139664804;11;0.0614525139664804;17;0.0949720670391061;1;0.00558659217877095;0.5;83.5;1.8;0;1;1;0
Johan Bakayoko;;Belgium;21;179;PSV Eindhoven;11;90;5910;65.6666666666667;24;0.266666666666667;16;0.177777777777778;7;0.0777777777777778;0;0;2.5;85.2;0.4;0;1;0;0
Ismael Saibari;;Morocco;23;185;PSV Eindhoven;34;62;2769;44.6612903225807;8;0.129032258064516;11;0.17741935483871;1;0.0161290322580645;0;0;1.6;84;0.3;0;1;0;0
Jerdy Schouten;;Netherlands;27;185;PSV Eindhoven;22;190;14678;77.2526315789474;9;0.0473684210526316;7;0.0368421052631579;27;0.142105263157895;3;0.0157894736842105;0.4;86.5;1.3;0;1;1;0
Ryan Flamingo;;;21;186;PSV Eindhoven;6;81;6850;84.5679012345679;6;0.0740740740740741;3;0.037037037037037;9;0.111111111111111;0;0;1;81.6;2.1;0;1;1;0
Richard Ledezma;;USA;24;173;PSV Eindhoven;37;56;2216;39.5714285714286;1;0.0178571428571429;5;0.0892857142857143;7;0.125;0;0;0.5;88.9;0.3;1;1;1;0
Guus Til;;Netherlands;26;186;PSV Eindhoven;20;230;15536;67.5478260869565;63;0.273913043478261;25;0.108695652173913;21;0.091304347826087;0;0;1.8;79.3;0.7;1;1;0;0
Ricardo Pepi;;USA;21;185;PSV Eindhoven;14;136;6369;46.8308823529412;40;0.294117647058824;9;0.0661764705882353;7;0.0514705882352941;0;0;1.5;78.1;0.8;1;0;0;0
Noa Lang;;Netherlands;25;173;PSV Eindhoven;10;199;13614;68.4120603015075;53;0.266331658291457;45;0.226130653266332;34;0.170854271356784;5;0.0251256281407035;1.9;78.7;0.1;1;1;0;0
Matteo Dams;;Netherlands;20;182;PSV Eindhoven;32;15;1009;67.2666666666667;0;0;0;0;3;0.2;1;0.0666666666666667;0.1;89.5;0.7;0;0;1;0
Mauro Júnior;Mauro Jaqueson Júnior Ferreira dos Santos;Brazil;25;171;PSV Eindhoven;17;137;8270;60.3649635036496;12;0.0875912408759124;14;0.102189781021898;10;0.072992700729927;2;0.0145985401459854;0.9;82.5;0.6;0;1;1;0
Ivan Perisic;;Croatia;35;186;PSV Eindhoven;5;506;33735;66.6699604743083;100;0.197628458498024;86;0.1699604743083;56;0.110671936758893;2;0.00395256916996047;1.9;75.4;1.5;1;1;0;0
Rick Karsdorp;;Netherlands;29;184;PSV Eindhoven;2;254;18602;73.236220472441;4;0.015748031496063;31;0.122047244094488;30;0.118110236220472;3;0.0118110236220472;0.3;81.5;0.3;0;1;1;0
Walter Benítez;;Argentina;31;191;PSV Eindhoven;1;277;24869;89.7797833935018;0;0;0;0;14;0.0505415162454874;0;0;0;75.4;0.3;0;0;0;1
Couhaib Driouech;;Netherlands;22;175;PSV Eindhoven;21;74;4603;62.2027027027027;11;0.148648648648649;10;0.135135135135135;9;0.121621621621622;0;0;1.4;76.5;0.2;0;1;0;0
Fredrik Oppegård;;Norway;22;175;PSV Eindhoven;35;35;2285;65.2857142857143;0;0;1;0.0285714285714286;1;0.0285714285714286;0;0;0.4;79.8;0.4;0;0;1;0
Armando Obispo;;Netherlands;25;185;PSV Eindhoven;4;97;6206;63.979381443299;3;0.0309278350515464;3;0.0309278350515464;6;0.0618556701030928;2;0.0206185567010309;0.5;86.9;2.1;0;0;1;0
Isaac Babadi;;Netherlands;19;179;PSV Eindhoven;26;24;437;18.2083333333333;1;0.0416666666666667;0;0;2;0.0833333333333333;0;0;0.5;85.1;0;0;1;0;0
Michael Bresser;;;17;187;PSV Eindhoven;33;1;2;2;0;0;0;0;0;0;0;0;0;100;0;0;0;1;0
Tygo Land;;Netherlands;18;168;Jong PSV;28;5;26;5.2;0;0;1;0.2;0;0;0;0;0;95;0;0;1;0;0
Adamo Nagalo;;;22;185;PSV Eindhoven;39;5;137;27.4;0;0;0;0;1;0.2;0;0;0;89.6;0;0;0;1;0
Luka Kulenovic;;Bosnia-Herzegovina;25;190;Heracles;19;8;584;73;4;0.5;0;0;0;0;0;0;1.9;58.3;4.9;1;0;0;0
Brian De Keersmaecker;;Belgium;24;182;Heracles;14;44;3939;89.5227272727273;5;0.113636363636364;3;0.0681818181818182;6;0.136363636363636;1;0.0227272727272727;0.8;84.1;1;0;1;0;0
Damon Mirani;;Netherlands;28;183;Heracles;4;77;6571;85.3376623376623;7;0.0909090909090909;2;0.025974025974026;3;0.038961038961039;0;0;0.6;77.8;3.3;0;1;1;0
Ruben Roosken;;Netherlands;24;183;Heracles;12;44;2761;62.75;0;0;4;0.0909090909090909;6;0.136363636363636;0;0;0.3;72.5;0.9;0;1;1;0
Mimeirhel Benita;;Netherlands;20;173;Heracles;2;34;2034;59.8235294117647;0;0;2;0.0588235294117647;3;0.0882352941176471;0;0;0.3;74.9;1.2;0;0;1;0
Mario Engels;;Germany;31;184;Heracles;8;175;8043;45.96;17;0.0971428571428571;15;0.0857142857142857;21;0.12;0;0;0.9;75.3;0.2;1;1;0;0
Fabian de Keijzer;;Netherlands;24;193;Heracles;1;28;2481;88.6071428571429;0;0;0;0;2;0.0714285714285714;0;0;0;56.2;0.2;0;0;0;1
Shiloh 't Zand;;;21;177;Heracles;10;12;770;64.1666666666667;0;0;0;0;1;0.0833333333333333;0;0;1.5;82.1;0.4;0;1;0;0
Jan Zamburek;;Czech Republic;23;182;Heracles;13;33;917;27.7878787878788;0;0;3;0.0909090909090909;0;0;0;0;0.2;81.2;0.3;0;1;0;0
Juho Talvitie;;Finland;19;177;Heracles;23;10;435;43.5;1;0.1;0;0;0;0;0;0;1;80.7;0.4;1;0;0;0
Sem Scheperman;;Netherlands;22;188;Heracles;32;28;903;32.25;0;0;0;0;5;0.178571428571429;0;0;0.5;80.2;1.2;0;1;0;0
Suf Podgoreanu;;Israel;22;193;Heracles;29;22;1028;46.7272727272727;0;0;2;0.0909090909090909;1;0.0454545454545455;0;0;0.8;70;1.2;0;1;0;0
Daniël van Kaam;;Netherlands;24;175;Heracles;26;104;6904;66.3846153846154;3;0.0288461538461538;2;0.0192307692307692;2;0.0192307692307692;1;0.00961538461538462;0.5;82.4;0.6;0;1;0;0
Ivan Mesík;;Slovakia;23;186;Heracles;24;12;1036;86.3333333333333;0;0;0;0;4;0.333333333333333;0;0;0.4;83.9;1.1;0;0;1;0
Lorenzo Milani;;Italy;23;178;Heracles;22;3;101;33.6666666666667;0;0;0;0;0;0;0;0;0;44;0.7;0;0;1;0
Bryan Limbombe;;Belgium;23;172;Heracles;7;39;2033;52.1282051282051;2;0.0512820512820513;0;0;2;0.0512820512820513;1;0.0256410256410256;1.1;75;0.2;0;1;0;0
Justin Hoogma;;Netherlands;26;190;Heracles;21;146;11853;81.1849315068493;4;0.0273972602739726;4;0.0273972602739726;14;0.0958904109589041;2;0.0136986301369863;0.3;84.6;1.9;0;0;1;0
Thomas Bruns;;Netherlands;32;177;Heracles;17;259;16619;64.1660231660232;26;0.1003861003861;22;0.0849420849420849;57;0.22007722007722;1;0.00386100386100386;1.2;73.4;0.7;0;1;0;0
Jannes Wieckhoff;;Germany;24;188;Heracles;3;32;1966;61.4375;1;0.03125;1;0.03125;3;0.09375;0;0;0.5;76.2;0.3;0;0;1;0
Giandro Sambo;;;18;181;Heracles;28;2;12;6;0;0;0;0;0;0;0;0;0;50;0.5;0;1;0;0
Jizz Hornkamp;;Netherlands;26;182;Heracles;9;57;3305;57.9824561403509;16;0.280701754385965;2;0.0350877192982456;7;0.12280701754386;0;0;1.3;68.3;2.3;1;0;1;0
Jordy Bruijn;;Netherlands;28;172;Heracles;5;97;4313;44.4639175257732;10;0.103092783505155;9;0.0927835051546392;8;0.0824742268041237;0;0;1;75.4;0.3;1;1;0;0
Mirlind Daku;;;26;192;Rubin Kazan;10;45;3811;84.6888888888889;16;0.355555555555556;7;0.155555555555556;13;0.288888888888889;0;0;2.4;59.7;2.8;1;0;0;0
Egor Teslenko;;Russia;23;;Rubin Kazan;2;33;2436;73.8181818181818;1;0.0303030303030303;0;0;7;0.212121212121212;0;0;0.5;75.6;3;0;0;1;0
Dmitri Kabutov;;Russia;32;173;Rubin Kazan;70;97;7359;75.8659793814433;2;0.0206185567010309;9;0.0927835051546392;15;0.154639175257732;2;0.0206185567010309;1.1;66.1;0.5;0;1;1;0
Aleksey Gritsaenko;;Russia;29;186;Rubin Kazan;27;95;8309;87.4631578947368;4;0.0421052631578947;2;0.0210526315789474;17;0.178947368421053;2;0.0210526315789474;0.3;80.4;2.5;0;0;1;0
Ilya Rozhkov;;Russia;19;180;Rubin Kazan;51;32;2485;77.65625;2;0.0625;3;0.09375;5;0.15625;0;0;0.6;72.9;1;0;1;1;0
Igor Vujacic;;Montenegro;30;189;Rubin Kazan;15;63;5500;87.3015873015873;0;0;1;0.0158730158730159;13;0.206349206349206;0;0;0.6;75.2;2.4;0;0;1;0
Ugochukwu Iwu;;Armenia;25;;Rubin Kazan;6;43;3754;87.3023255813954;1;0.0232558139534884;0;0;7;0.162790697674419;0;0;0.9;84.5;0.7;0;1;0;0
Evgeni Staver;;Russia;26;187;Rubin Kazan;38;13;1170;90;0;0;0;0;1;0.0769230769230769;0;0;0;44.2;0.2;0;0;0;1
Valentín Vada;;Argentina;28;175;Rubin Kazan;30;114;6413;56.2543859649123;14;0.12280701754386;11;0.0964912280701754;13;0.114035087719298;0;0;0.9;84.7;0.3;0;1;0;0
Aleksandar Jukic;;;24;183;Rubin Kazan;7;16;1252;78.25;2;0.125;1;0.0625;1;0.0625;0;0;1.9;77.9;0.4;0;1;0;0
Bogdan Jocic;;Serbia;23;;Rubin Kazan;8;9;521;57.8888888888889;1;0.111111111111111;0;0;0;0;0;0;0.3;80.2;0.4;0;1;0;0
Veldin Hodza;;Croatia;22;;Rubin Kazan;22;9;455;50.5555555555556;2;0.222222222222222;0;0;1;0.111111111111111;0;0;1.3;72.4;0.9;0;1;0;0
Nikola Cumic;;Serbia;25;173;Rubin Kazan;24;27;1575;58.3333333333333;3;0.111111111111111;0;0;3;0.111111111111111;0;0;1.4;65.9;0.8;0;1;0;0
Rustamjon Ashurmatov;;Uzbekistan;28;186;Rubin Kazan;5;22;1277;58.0454545454546;1;0.0454545454545455;0;0;2;0.0909090909090909;1;0.0454545454545455;0.5;79.5;1.5;0;0;1;0
Aleksandr Zotov;;Russia;34;178;Rubin Kazan;21;120;8304;69.2;6;0.05;7;0.0583333333333333;18;0.15;0;0;0.8;78;0.5;0;1;0;0
Konstantin Nizhegorodov;;Russia;22;187;Rubin Kazan;71;10;425;42.5;0;0;0;0;2;0.2;0;0;0;81.2;0.9;0;0;1;0
Marvin Çuni;;Germany;23;188;Rubin Kazan;9;38;998;26.2631578947368;1;0.0263157894736842;0;0;0;0;1;0.0263157894736842;0.6;67;1;1;0;0;0
Ruslan Bezrukov;;Russia;22;179;Rubin Kazan;23;29;1668;57.5172413793103;2;0.0689655172413793;1;0.0344827586206897;1;0.0344827586206897;0;0;0.7;69.5;0.7;0;1;1;0
Oleg Ivanov;;Russia;38;192;Rubin Kazan;19;246;17027;69.2154471544716;16;0.0650406504065041;26;0.105691056910569;61;0.247967479674797;1;0.0040650406504065;1;77;1.7;1;1;0;0
Dardan Shabanhaxhaj;;Austria;23;183;Rubin Kazan;99;18;689;38.2777777777778;0;0;2;0.111111111111111;0;0;0;0;0.3;72.8;0.3;0;1;0;0
Daniil Kuznetsov;;;21;;Rubin Kazan;77;17;382;22.4705882352941;0;0;0;0;1;0.0588235294117647;0;0;0.4;58.9;0.4;0;1;0;0
Umarali Rahmonaliyev;;;21;170;Rubin Kazan;33;13;698;53.6923076923077;0;0;0;0;2;0.153846153846154;0;0;0.5;77.6;0.2;0;1;0;0
Joel Fameyeh;;Ghana;27;180;Rubin Kazan;20;42;2244;53.4285714285714;11;0.261904761904762;0;0;6;0.142857142857143;0;0;1.6;71;0.9;1;0;0;0
Enri Mukba;;;19;;Rubin Kazan;87;1;39;39;0;0;0;0;0;0;0;0;1;86.7;1;1;0;0;0
Artur Nigmatullin;;Russia;33;192;Rubin Kazan;25;131;11763;89.793893129771;0;0;1;0.00763358778625954;14;0.106870229007634;0;0;0;47.3;0.4;0;0;0;1
Rômulo;Rômulo José Cardoso da Cruz;;22;193;Goztepe;79;54;2505;46.3888888888889;6;0.111111111111111;2;0.037037037037037;4;0.0740740740740741;0;0;1.1;69.3;1;1;1;0;0
Isaac Solet;;Central African Rep.;23;184;Goztepe;94;10;716;71.6;2;0.2;1;0.1;4;0.4;0;0;1.2;70.6;2.3;0;1;0;0
Juan;Juan Santos da Silva;;22;178;Goztepe;;58;2467;42.5344827586207;4;0.0689655172413793;4;0.0689655172413793;2;0.0344827586206897;0;0;0.7;74.9;0.9;1;0;0;0
Héliton;Héliton Jorge Tito dos Santos;;28;195;Goztepe;5;11;990;90;1;0.0909090909090909;0;0;2;0.181818181818182;0;0;1.5;79.4;3.7;0;0;1;0
David Tijanic;;Slovenia;27;174;Goztepe;43;44;2178;49.5;5;0.113636363636364;4;0.0909090909090909;1;0.0227272727272727;0;0;1.3;84.8;0.2;0;1;0;0
Arda Özçimen;;Turkey;22;202;Goztepe;1;9;810;90;0;0;0;0;0;0;0;0;0;65.5;0.2;0;0;0;1
Djalma Silva;Djalma Antônio da Silva Filho;;30;180;Goztepe;66;11;922;83.8181818181818;1;0.0909090909090909;1;0.0909090909090909;0;0;0;0;1.2;69.9;1.9;0;1;0;0
Taha Altikardes;;Turkey;21;190;Goztepe;4;13;760;58.4615384615385;1;0.0769230769230769;1;0.0769230769230769;0;0;0;0;0.2;77.2;2;0;0;1;0
Mateusz Lis;;Poland;27;192;Goztepe;30;53;4709;88.8490566037736;0;0;0;0;5;0.0943396226415094;0;0;0;55.7;0.4;0;0;0;1
Malcom Bokélé;;France;24;189;Goztepe;26;9;695;77.2222222222222;0;0;0;0;5;0.555555555555556;0;0;0.6;75.8;1.6;0;0;1;0
Ogün Bayrak;;Turkey;26;178;Goztepe;77;5;359;71.8;0;0;0;0;0;0;0;0;0.4;76.9;0.2;0;0;1;0
Nazim Sangaré;;Turkey;30;185;Goztepe;30;150;11120;74.1333333333333;6;0.04;10;0.0666666666666667;22;0.146666666666667;0;0;0.5;76.5;0.8;0;1;1;0
Novatus Miroshi;;Tanzania;22;185;Goztepe;20;38;2821;74.2368421052632;0;0;2;0.0526315789473684;8;0.210526315789474;2;0.0526315789473684;0.5;73.2;1.3;0;1;1;0
Anthony Dennis;;Nigeria;20;;Goztepe;16;8;658;82.25;0;0;0;0;4;0.5;1;0.125;1;79.8;1;0;1;0;0
Kuryu Matsuki;;Japan;21;180;Goztepe;7;8;264;33;1;0.125;1;0.125;2;0.25;0;0;0.6;62.2;1.5;0;1;0;0
Dogan Erdogan;;Turkey;28;182;Goztepe;21;109;5687;52.1743119266055;2;0.018348623853211;2;0.018348623853211;9;0.0825688073394496;3;0.0275229357798165;0.3;77.3;0.7;0;1;0;0
Ahmed Ildiz;;Turkey;27;181;Goztepe;8;109;4256;39.045871559633;4;0.036697247706422;4;0.036697247706422;5;0.0458715596330275;0;0;0.6;84;0.5;0;1;0;0
Yalçin Kayan;;Turkey;25;180;Goztepe;10;62;2860;46.1290322580645;2;0.032258064516129;0;0;11;0.17741935483871;1;0.0161290322580645;0.4;84.8;0.2;0;1;0;0
Koray Günter;;Germany;30;185;Goztepe;22;170;12258;72.1058823529412;2;0.0117647058823529;3;0.0176470588235294;35;0.205882352941176;1;0.00588235294117647;0.3;83.3;2.2;0;0;1;0
David Datro Fofana;;Ivory Coast;21;181;Goztepe;;43;2141;49.7906976744186;8;0.186046511627907;1;0.0232558139534884;2;0.0465116279069767;0;0;1.4;72.4;1;1;0;0;0
Kubilay Kanatsizkus;;Turkey;27;190;Goztepe;9;109;5463;50.1192660550459;15;0.137614678899083;3;0.0275229357798165;7;0.0642201834862385;2;0.018348623853211;0.9;67.1;1.9;1;1;0;0
Lasse Nielsen;;Denmark;36;185;Goztepe;24;79;6459;81.7594936708861;2;0.0253164556962025;0;0;13;0.164556962025316;0;0;0.3;79.3;2.2;0;0;1;0
Victor Hugo;Victor Hugo Gomes Silva;Brazil;20;177;Goztepe;29;70;3003;42.9;3;0.0428571428571429;4;0.0571428571428571;4;0.0571428571428571;0;0;0.7;82.5;0.6;0;1;0;0
Ismail Köybasi;;Turkey;35;179;Goztepe;12;143;9380;65.5944055944056;5;0.034965034965035;9;0.0629370629370629;28;0.195804195804196;2;0.013986013986014;0.4;82.2;0.7;0;1;1;0
Erik Sviatchenko;;Denmark;33;184;Houston Dynamo FC;28;51;4357;85.4313725490196;3;0.0588235294117647;1;0.0196078431372549;14;0.274509803921569;1;0.0196078431372549;0.9;79.6;2.2;0;0;1;0
