Name;Full Name;Nationality;Age;Height;Current Team;Shirt Number;Apps;Mins;Mins/App;Goals;Goals/App;Assists;Assists/App;Yel;Yel/App;Red;Red/App;Shots per Game;Pass Success Percentage;Aerials Won;Forward;Midfielder;Defender;Goalkeeper
Peter Federico;Peter Federico González Carmona;Dominican Rep.;22;180;Getafe;19;26;904;34.7692307692308;0;0;0;0;1;0.0384615384615385;0;0;0.9;70.9;0.6;1;0;0;0
John Patrick;;Spain;21;192;Getafe;31;8;66;8.25;0;0;0;0;0;0;0;0;0.4;62.9;0.4;0;1;0;0
David Argüelles;;Spain;22;175;Getafe;34;1;6;6;0;0;0;0;0;0;0;0;0;60;0;0;0;1;0
Yellu Santiago;Jesús Santiago Pérez;Spain;20;192;Getafe;20;25;951;38.04;1;0.04;0;0;5;0.2;0;0;0.2;76;0.2;0;1;0;0
Gorka Rivera;;;20;184;Getafe;30;2;21;10.5;0;0;0;0;0;0;0;0;0;56.7;0;0;0;1;0
Domingos Duarte;Domingos de Sousa Coutinho Meneses Duarte;Portugal;29;192;Getafe;22;201;16749;83.3283582089552;6;0.0298507462686567;3;0.0149253731343284;48;0.238805970149254;7;0.0348258706467662;0.3;79.4;1.7;0;0;1;0
Abdoulaye Keita;;Spain;22;186;Getafe;36;1;27;27;0;0;0;0;0;0;0;0;0;33.3;1;1;0;0;0
Romain Del Castillo;;France;28;172;Brest;10;187;9486;50.7272727272727;19;0.101604278074866;35;0.18716577540107;13;0.0695187165775401;1;0.0053475935828877;0.9;75.2;0.6;1;1;0;0
Ludovic Ajorque;;France;30;197;Brest;19;192;13710;71.40625;56;0.291666666666667;20;0.104166666666667;32;0.166666666666667;1;0.00520833333333333;1.7;70.3;4.1;1;0;0;0
Mahdi Camara;;France;26;178;Brest;45;165;12290;74.4848484848485;19;0.115151515151515;5;0.0303030303030303;26;0.157575757575758;2;0.0121212121212121;0.9;84.9;1;0;1;1;0
Mama Baldé;Mama Samba Baldé;Guinea-Bissau;29;176;Brest;14;199;13060;65.6281407035176;43;0.21608040201005;14;0.0703517587939699;21;0.105527638190955;3;0.0150753768844221;1.8;67.9;1.3;1;1;1;0
Julien Le Cardinal;;France;27;182;Brest;25;29;1301;44.8620689655172;0;0;0;0;4;0.137931034482759;0;0;0.6;83.2;1.1;0;0;1;0
Pierre Lees-Melou;;France;31;185;Brest;20;262;21007;80.1793893129771;34;0.129770992366412;24;0.0916030534351145;53;0.202290076335878;5;0.0190839694656489;1.5;84;0.6;0;1;0;0
Kenny Lala;;France;33;178;Brest;7;211;17824;84.4739336492891;17;0.0805687203791469;22;0.104265402843602;26;0.123222748815166;1;0.004739336492891;0.5;77.9;0.6;0;1;1;0
Abdoulaye Ndiaye;;Senegal;22;185;Brest;3;4;327;81.75;0;0;0;0;2;0.5;0;0;0.8;83.4;3.3;0;0;1;0
Ibrahim Salah;;;23;185;Brest;34;67;2128;31.7611940298507;10;0.149253731343284;3;0.0447761194029851;5;0.0746268656716418;0;0;1;80.8;0.2;1;1;0;0
Romain Faivre;;France;26;180;Brest;8;136;9468;69.6176470588235;28;0.205882352941176;16;0.117647058823529;5;0.0367647058823529;0;0;1.4;86;0.3;0;1;0;0
Marco Bizot;;Netherlands;33;193;Brest;40;305;27358;89.6983606557377;0;0;2;0.00655737704918033;15;0.0491803278688525;3;0.00983606557377049;0;65.5;0.2;0;0;0;1
Brendan Chardonnet;;France;29;181;Brest;5;153;12789;83.5882352941177;7;0.0457516339869281;2;0.0130718954248366;24;0.156862745098039;2;0.0130718954248366;0.5;82.6;2.6;0;0;1;0
Luck Zogbé;;;19;178;Brest;12;7;228;32.5714285714286;0;0;0;0;0;0;0;0;0.4;82.9;0.6;0;0;1;0
Kamory Doumbia;;Mali;21;170;Brest;9;76;3233;42.5394736842105;10;0.131578947368421;10;0.131578947368421;2;0.0263157894736842;0;0;1;84.5;0.4;0;1;0;0
Hugo Magnetti;;France;26;180;Brest;8;128;7329;57.2578125;4;0.03125;3;0.0234375;18;0.140625;0;0;0.7;85.6;0.3;0;1;0;0
Abdallah Sima;;Senegal;23;188;Brest;31;89;5387;60.5280898876405;26;0.292134831460674;4;0.0449438202247191;5;0.0561797752808989;0;0;1.8;71.2;1.9;1;1;0;0
Jordan Amavi;;France;30;176;Brest;23;241;18231;75.6473029045643;7;0.029045643153527;13;0.053941908713693;60;0.24896265560166;5;0.020746887966805;0.5;76.4;2.1;0;1;1;0
Soumaïla Coulibaly;;France;21;191;Brest;44;37;2709;73.2162162162162;0;0;0;0;4;0.108108108108108;0;0;0.3;91.3;1;0;0;1;0
Mathias Pereira Lage;;France;27;180;Brest;26;142;6890;48.5211267605634;15;0.105633802816901;10;0.0704225352112676;14;0.0985915492957746;0;0;1;74;1;0;1;0;0
Hianga'a Mbock;;France;24;186;Red Star;18;33;1436;43.5151515151515;1;0.0303030303030303;0;0;4;0.121212121212121;0;0;0.6;89.3;0.9;0;1;0;0
Jonas Martin;;France;34;184;Brest;28;294;18407;62.608843537415;17;0.0578231292517007;13;0.0442176870748299;56;0.19047619047619;0;0;0.6;86.8;1;0;1;0;0
Edimilson Fernandes;;Switzerland;28;186;Brest;20;198;11889;60.0454545454546;4;0.0202020202020202;9;0.0454545454545455;29;0.146464646464646;2;0.0101010101010101;0.7;81.7;0.6;0;1;1;0
Massadio Haïdara;;Mali;31;179;Brest;22;208;13400;64.4230769230769;4;0.0192307692307692;8;0.0384615384615385;32;0.153846153846154;2;0.00961538461538462;0.4;82.1;1;0;1;1;0
Axel Camblan;;France;21;168;Brest;11;16;170;10.625;0;0;0;0;2;0.125;0;0;0.3;76.7;0.5;0;1;0;0
Jérémy Le Douaron;;France;26;189;Palermo;21;127;6056;47.6850393700787;20;0.15748031496063;8;0.062992125984252;4;0.031496062992126;0;0;1.2;72.3;1.4;1;1;0;0
Facundo Buonanotte;;Argentina;19;174;Leicester;40;82;4885;59.5731707317073;11;0.134146341463415;6;0.0731707317073171;20;0.24390243902439;0;0;1.3;81.6;0.4;0;1;0;0
Wilfred Ndidi;;Nigeria;27;183;Leicester;6;275;22236;80.8581818181818;17;0.0618181818181818;19;0.0690909090909091;47;0.170909090909091;3;0.0109090909090909;1.1;81.6;2.4;0;1;1;0
Abdul Fatawu;;Ghana;20;177;Leicester;7;67;3827;57.1194029850746;6;0.0895522388059701;15;0.223880597014925;8;0.119402985074627;1;0.0149253731343284;1.5;73.2;1;0;1;0;0
James Justin;;England;26;183;Leicester;2;123;9709;78.9349593495935;7;0.0569105691056911;5;0.040650406504065;10;0.0813008130081301;0;0;0.5;83.2;1.3;0;1;1;0
Mads Hermansen;;Denmark;24;187;Leicester;30;60;5400;90;0;0;0;0;2;0.0333333333333333;0;0;0;77.8;0.2;0;0;0;1
Jamie Vardy;;England;37;179;Leicester;9;418;31132;74.4784688995215;185;0.442583732057416;51;0.12200956937799;41;0.0980861244019139;3;0.00717703349282297;1.9;65.9;1.7;1;1;0;0
Caleb Okoli;;Nigeria;23;191;Leicester;5;61;4780;78.3606557377049;0;0;1;0.0163934426229508;15;0.245901639344262;0;0;0.4;81.7;2.3;0;0;1;0
Victor Kristiansen;;Denmark;21;181;Leicester;16;67;4967;74.134328358209;0;0;6;0.0895522388059701;9;0.134328358208955;0;0;0.2;80.9;0.7;0;1;1;0
Stephy Mavididi;;England;26;182;Leicester;10;185;11749;63.5081081081081;41;0.221621621621622;12;0.0648648648648649;17;0.0918918918918919;1;0.00540540540540541;1.4;80.6;0.3;1;1;0;0
Wout Faes;;Belgium;26;187;Leicester;3;201;17724;88.1791044776119;9;0.0447761194029851;2;0.00995024875621891;34;0.169154228855721;3;0.0149253731343284;0.4;87;1.6;0;0;1;0
Harry Winks;;England;28;178;Leicester;8;249;16460;66.1044176706827;6;0.0240963855421687;8;0.0321285140562249;40;0.160642570281125;0;0;0.5;90.1;0.4;0;1;0;0
Oliver Skipp;;England;24;175;Leicester;22;144;8965;62.2569444444444;2;0.0138888888888889;1;0.00694444444444444;28;0.194444444444444;0;0;0.2;88.6;0.7;0;1;0;0
Jannik Vestergaard;;Denmark;32;199;Leicester;23;354;28858;81.5197740112994;21;0.0593220338983051;2;0.00564971751412429;52;0.146892655367232;1;0.00282485875706215;0.7;81.2;3.5;0;0;1;0
Boubakary Soumaré;;France;25;188;Leicester;24;192;11446;59.6145833333333;1;0.00520833333333333;5;0.0260416666666667;33;0.171875;2;0.0104166666666667;0.2;87;0.8;0;1;0;0
Bilal El Khannouss;;Belgium;20;180;Leicester;11;54;3050;56.4814814814815;2;0.037037037037037;6;0.111111111111111;3;0.0555555555555556;1;0.0185185185185185;1;78.8;0.6;0;1;0;0
Kasey McAteer;;England;22;;Leicester;35;65;2888;44.4307692307692;8;0.123076923076923;0;0;6;0.0923076923076923;0;0;1.2;77.5;0.6;0;1;0;0
Bobby De Cordova-Reid;;Jamaica;31;170;Leicester;14;337;21786;64.646884272997;58;0.172106824925816;31;0.0919881305637982;42;0.124629080118694;0;0;1.4;78;0.4;1;1;1;0
Hamza Choudhury;;England;27;178;Leicester;17;154;8572;55.6623376623377;2;0.012987012987013;5;0.0324675324675325;26;0.168831168831169;2;0.012987012987013;0.3;84.8;0.7;0;1;1;0
Ricardo Pereira;Ricardo Domingos Barbosa Pereira;Portugal;31;175;Leicester;21;252;20384;80.8888888888889;15;0.0595238095238095;31;0.123015873015873;42;0.166666666666667;0;0;0.6;82.3;1.2;0;1;1;0
Conor Coady;;England;31;185;Leicester;4;380;32289;84.9710526315789;10;0.0263157894736842;10;0.0263157894736842;48;0.126315789473684;2;0.00526315789473684;0.2;84;0.9;0;1;1;0
Galeno;Wenderson Rodrigues do Nascimento Galeno;Brazil;27;179;FC Porto;13;238;15970;67.1008403361345;59;0.247899159663866;39;0.163865546218487;33;0.138655462184874;0;0;2.1;75;0.7;0;1;1;0
Samu Omorodion;;Spain;20;193;FC Porto;;47;2905;61.8085106382979;21;0.446808510638298;1;0.0212765957446809;9;0.191489361702128;0;0;2.1;73.2;1.9;1;0;0;0
Iván Jaime;;Spain;24;180;FC Porto;17;96;5474;57.0208333333333;17;0.177083333333333;8;0.0833333333333333;6;0.0625;0;0;1.7;84.1;0.4;1;1;0;0
Francisco Moura;Francisco Sampaio de Moura;Portugal;25;181;FC Porto;74;121;8452;69.8512396694215;7;0.0578512396694215;12;0.0991735537190083;18;0.148760330578512;0;0;0.5;78.9;1;0;1;1;0
Zé Pedro;José Pedro da Silva Figueiredo Freitas;;27;187;FC Porto;97;23;1768;76.8695652173913;2;0.0869565217391304;0;0;3;0.130434782608696;0;0;0.7;88;2.5;0;0;1;0
Nico González;;Spain;22;188;FC Porto;16;106;6063;57.1981132075472;8;0.0754716981132075;6;0.0566037735849057;22;0.207547169811321;0;0;0.9;88.3;1.1;0;1;0;0
Martim Fernandes;Martim Moreira Moutinho Fernandes;Portugal;18;181;FC Porto;52;16;1051;65.6875;0;0;5;0.3125;2;0.125;0;0;0.2;82.5;0.6;0;0;1;0
João Mário;João Mário Neto Lopes;Portugal;24;178;FC Porto;23;124;7834;63.1774193548387;5;0.0403225806451613;17;0.137096774193548;22;0.17741935483871;1;0.00806451612903226;0.5;82.9;0.6;0;0;1;0
Pepê;Eduardo Gabriel Aquino Cossa;Brazil;27;175;FC Porto;11;219;14559;66.4794520547945;38;0.17351598173516;29;0.132420091324201;18;0.0821917808219178;1;0.0045662100456621;1.2;80.1;0.5;1;1;1;0
Alan Varela;;Argentina;23;177;FC Porto;22;107;8073;75.4485981308411;2;0.0186915887850467;6;0.0560747663551402;33;0.308411214953271;0;0;0.7;89.4;0.7;0;1;0;0
Danny Namaso;;England;24;182;FC Porto;19;86;2399;27.8953488372093;8;0.0930232558139535;5;0.0581395348837209;6;0.0697674418604651;0;0;0.8;82.7;0.5;1;1;0;0
Diogo Costa;Diogo Meireles da Costa;Portugal;25;186;FC Porto;99;161;14541;90.3167701863354;0;0;1;0.0062111801242236;3;0.0186335403726708;1;0.0062111801242236;0;76.5;0.2;0;0;0;1
Tiago Djaló;Tiago Emanuel Embaló Djaló;Portugal;24;190;FC Porto;33;99;7413;74.8787878787879;4;0.0404040404040404;1;0.0101010101010101;19;0.191919191919192;1;0.0101010101010101;0.4;88.8;0.9;0;0;1;0
Rodrigo Mora;Rodrigo Mora de Carvalho;Portugal;17;168;FC Porto;86;4;63;15.75;1;0.25;0;0;1;0.25;0;0;0.8;74.4;0.3;0;1;0;0
Deniz Gül;;;20;;FC Porto;27;5;93;18.6;2;0.4;0;0;1;0.2;0;0;1.4;72;0.8;1;0;0;0
Fábio Vieira;Fábio Daniel Ferreira Vieira;Portugal;24;170;FC Porto;21;120;4468;37.2333333333333;12;0.1;26;0.216666666666667;6;0.05;1;0.00833333333333333;1;84.5;0.2;1;1;0;0
Otávio;Otávio Ataíde da Silva;Brazil;22;187;FC Porto;4;46;3918;85.1739130434783;2;0.0434782608695652;2;0.0434782608695652;11;0.239130434782609;0;0;0.8;84.7;1.2;0;0;1;0
Marko Grujic;;Serbia;28;191;FC Porto;8;189;10000;52.9100529100529;14;0.0740740740740741;4;0.0211640211640212;37;0.195767195767196;2;0.0105820105820106;1;80.8;2.7;0;1;0;0
Stephen Eustaquio;;Canada;27;177;FC Porto;6;195;13438;68.9128205128205;11;0.0564102564102564;9;0.0461538461538462;37;0.18974358974359;2;0.0102564102564103;0.8;84.9;0.8;0;1;0;0
Vasco Sousa;Vasco José Cardoso Sousa;Portugal;21;164;FC Porto;15;8;311;38.875;0;0;0;0;0;0;0;0;0.8;83.2;0.1;0;1;0;0
Gonçalo Borges;Gonçalo Óscar Albuquerque Borges;Portugal;23;184;FC Porto;70;45;657;14.6;0;0;3;0.0666666666666667;4;0.0888888888888889;0;0;0.5;80.3;0.1;1;0;0;0
Fran Navarro;;Spain;26;179;FC Porto;21;77;5925;76.948051948052;33;0.428571428571429;3;0.038961038961039;9;0.116883116883117;0;0;2.2;78.3;1;1;0;0;0
Toni Martínez;;Spain;27;187;Deportivo Alaves;11;154;5998;38.948051948052;34;0.220779220779221;7;0.0454545454545455;8;0.051948051948052;2;0.012987012987013;1.4;63.5;1.8;1;0;0;0
André Franco;André Filipe Russo Franco;Portugal;26;177;FC Porto;20;78;4041;51.8076923076923;13;0.166666666666667;5;0.0641025641025641;9;0.115384615384615;1;0.0128205128205128;1.1;83.1;0.3;0;1;0;0
Wendell;Wendell Nascimento Borges;Brazil;31;178;FC Porto;18;325;24749;76.1507692307692;13;0.04;18;0.0553846153846154;75;0.230769230769231;7;0.0215384615384615;0.5;83.1;1.2;0;1;1;0
Evanilson;Francisco Evanilson de Lima Barbosa;Brazil;25;183;Bournemouth;9;145;8847;61.0137931034483;50;0.344827586206897;14;0.096551724137931;17;0.117241379310345;1;0.00689655172413793;1.7;77.6;1;1;0;0;0
Unai Núñez;;Spain;27;186;Athletic Club;14;179;15031;83.9720670391062;3;0.0167597765363129;2;0.0111731843575419;46;0.256983240223464;1;0.00558659217877095;0.6;83.5;2.4;0;0;1;0
Iñaki Williams;;Ghana;30;186;Athletic Club;9;390;29018;74.4051282051282;88;0.225641025641026;44;0.112820512820513;29;0.0743589743589744;1;0.00256410256410256;1.9;70.6;1.1;1;1;0;0
Dani Vivian;;Spain;25;183;Athletic Club;3;106;8808;83.0943396226415;5;0.0471698113207547;1;0.00943396226415094;20;0.188679245283019;1;0.00943396226415094;0.5;84;1.2;0;0;1;0
Nico Williams;Nicholas Williams Arthuer;Spain;22;181;Athletic Club;10;132;8227;62.3257575757576;15;0.113636363636364;19;0.143939393939394;13;0.0984848484848485;1;0.00757575757575758;1.5;79.3;0.4;0;1;0;0
Yeray Álvarez;;Spain;29;182;Athletic Club;5;206;17244;83.7087378640777;2;0.00970873786407767;3;0.0145631067961165;40;0.194174757281553;2;0.00970873786407767;0.4;80.3;2.6;0;0;1;0
Alex Berenguer;;Spain;29;175;Athletic Club;7;270;15845;58.6851851851852;34;0.125925925925926;33;0.122222222222222;32;0.118518518518519;0;0;1.1;74.5;0.8;1;1;1;0
Óscar De Marcos;;Spain;35;182;Athletic Club;18;452;33837;74.8606194690266;27;0.0597345132743363;46;0.101769911504425;79;0.174778761061947;3;0.00663716814159292;0.7;75.5;0.9;0;1;1;0
Gorka Guruzeta;;Spain;28;188;Athletic Club;12;83;4614;55.5903614457831;23;0.27710843373494;8;0.0963855421686747;4;0.0481927710843374;0;0;1.7;72.6;1.5;1;0;0;0
Oihan Sancet;;Spain;24;188;Athletic Club;8;146;8524;58.3835616438356;28;0.191780821917808;14;0.0958904109589041;15;0.102739726027397;3;0.0205479452054795;1.2;80.3;0.6;1;1;0;0
Yuri Berchiche;;Spain;34;181;Athletic Club;17;277;22496;81.2129963898917;15;0.0541516245487365;21;0.075812274368231;68;0.245487364620939;2;0.0072202166064982;0.8;82;1.7;0;1;1;0
Beñat Prados;;Spain;23;180;Athletic Club;24;40;2241;56.025;1;0.025;0;0;5;0.125;0;0;0.3;81.7;1.2;0;1;0;0
Íñigo Ruíz de Galarreta;;Spain;31;175;Athletic Club;16;98;6905;70.4591836734694;1;0.0102040816326531;4;0.0408163265306122;25;0.255102040816327;0;0;0.3;84.1;0.7;0;1;0;0
Mikel Jauregizar;;Spain;20;177;Athletic Club;23;19;844;44.4210526315789;1;0.0526315789473684;0;0;3;0.157894736842105;1;0.0526315789473684;0.4;81.2;0.5;0;1;0;0
Adama Boiro;;Spain;22;183;Athletic Club;32;5;338;67.6;0;0;0;0;0;0;0;0;0.2;84.6;1.2;0;0;1;0
Andoni Gorosabel;;Spain;28;174;Athletic Club;2;177;11994;67.7627118644068;1;0.00564971751412429;8;0.0451977401129944;22;0.124293785310734;0;0;0.3;82.8;0.6;0;1;1;0
Julen Agirrezabala;;Spain;23;187;Athletic Club;13;30;2479;82.6333333333333;0;0;0;0;0;0;1;0.0333333333333333;0;66.7;0.2;0;0;0;1
Aitor Paredes;;Spain;24;186;Athletic Club;4;62;4589;74.0161290322581;3;0.0483870967741936;0;0;12;0.193548387096774;2;0.032258064516129;0.5;86.9;1.7;0;0;1;0
Mikel Vesga;;Spain;31;191;Athletic Club;6;220;13710;62.3181818181818;11;0.05;9;0.0409090909090909;39;0.177272727272727;2;0.00909090909090909;0.6;79.7;1.6;0;1;0;0
Ander Herrera;;Spain;35;182;Athletic Club;21;446;29179;65.4237668161435;31;0.0695067264573991;45;0.100896860986547;107;0.239910313901345;7;0.015695067264574;1.1;84.8;0.5;0;1;0;0
Álvaro Djaló;Álvaro Djaló Dias Fernandes;Spain;25;175;Athletic Club;11;78;3586;45.974358974359;15;0.192307692307692;9;0.115384615384615;12;0.153846153846154;2;0.0256410256410256;1.8;71.4;0.8;0;1;0;0
Peio Canales;;Spain;19;179;Athletic Club;28;1;19;19;0;0;0;0;0;0;0;0;1;90;0;0;1;0;0
Nico Serrano;;Spain;21;181;Athletic Club;22;27;577;21.3703703703704;2;0.0740740740740741;1;0.037037037037037;2;0.0740740740740741;0;0;0.7;78.7;0.1;1;0;0;0
Unai Gómez;;Spain;21;183;Athletic Club;20;41;1350;32.9268292682927;2;0.0487804878048781;2;0.0487804878048781;2;0.0487804878048781;0;0;0.6;76.8;0.6;0;1;0;0
Alejandro Padilla;;Spain;21;190;Athletic Club;26;5;320;64;0;0;0;0;0;0;0;0;0;49.5;0.2;0;0;0;1
Íñigo Lekue;;Spain;31;180;Athletic Club;15;211;13258;62.8341232227488;4;0.018957345971564;8;0.037914691943128;19;0.0900473933649289;0;0;0.4;77.4;0.7;0;1;1;0
Javier Martón;;Spain;25;183;Athletic Club;19;3;49;16.3333333333333;0;0;0;0;1;0.333333333333333;0;0;0;85.7;0.7;1;0;0;0
Adu Ares;Malcom Abdulai Ares Djaló;;23;183;Athletic Club;23;21;353;16.8095238095238;0;0;0;0;2;0.0952380952380952;0;0;0.3;85.1;0.2;1;0;0;0
Marcus Thuram;;France;27;192;Inter;9;265;18005;67.9433962264151;72;0.271698113207547;32;0.120754716981132;24;0.0905660377358491;3;0.0113207547169811;2;73.3;2.1;1;1;0;0
Nicolò Barella;;Italy;27;175;Inter;23;348;27498;79.0172413793104;33;0.0948275862068966;46;0.132183908045977;85;0.244252873563218;5;0.014367816091954;1.1;83.5;0.7;0;1;0;0
Lautaro Martínez;;Argentina;27;174;Inter;10;336;22527;67.0446428571429;153;0.455357142857143;35;0.104166666666667;54;0.160714285714286;2;0.00595238095238095;3;71.1;1;1;0;0;0
Francesco Acerbi;;Italy;36;192;Inter;15;461;39441;85.5553145336226;23;0.0498915401301518;12;0.0260303687635575;50;0.108459869848156;4;0.0086767895878525;0.5;87.5;2.2;0;0;1;0
Federico Dimarco;;Italy;27;175;Inter;32;229;13781;60.17903930131;21;0.091703056768559;29;0.126637554585153;18;0.0786026200873363;0;0;1.2;81.7;0.2;0;1;1;0
Hakan Çalhanoglu;;Turkey;30;178;Inter;20;451;34311;76.0776053215078;95;0.210643015521064;92;0.203991130820399;62;0.137472283813747;2;0.00443458980044346;2.4;82.3;0.7;1;1;0;0
Alessandro Bastoni;;Italy;25;190;Inter;95;248;19106;77.0403225806452;7;0.0282258064516129;18;0.0725806451612903;36;0.145161290322581;2;0.00806451612903226;0.3;87.6;1.5;0;0;1;0
Benjamin Pavard;;France;28;186;Inter;28;312;25212;80.8076923076923;13;0.0416666666666667;16;0.0512820512820513;48;0.153846153846154;2;0.00641025641025641;0.6;86.7;2;0;1;1;0
Yann Sommer;;Switzerland;35;183;Inter;1;462;41675;90.2056277056277;0;0;1;0.00216450216450216;12;0.025974025974026;1;0.00216450216450216;0;76.1;0.3;0;0;0;1
Henrikh Mkhitaryan;;Armenia;35;177;Inter;22;470;34382;73.1531914893617;90;0.191489361702128;89;0.18936170212766;60;0.127659574468085;1;0.00212765957446809;1.9;81.6;0.7;1;1;0;0
Matteo Darmian;;Italy;34;182;Inter;36;396;28147;71.0782828282828;16;0.0404040404040404;20;0.0505050505050505;56;0.141414141414141;2;0.00505050505050505;0.3;81.3;0.8;0;1;1;0
Denzel Dumfries;;Netherlands;28;188;Inter;2;351;26716;76.1139601139601;40;0.113960113960114;43;0.122507122507123;59;0.168091168091168;3;0.00854700854700855;1;76.9;2.1;0;1;1;0
Davide Frattesi;;Italy;25;178;Inter;16;139;8706;62.6330935251799;24;0.172661870503597;9;0.0647482014388489;14;0.100719424460432;0;0;1.5;81.4;0.5;0;1;0;0
Piotr Zielinski;;Poland;30;180;Inter;7;466;29527;63.362660944206;63;0.13519313304721;52;0.111587982832618;42;0.0901287553648069;1;0.00214592274678112;1.4;85.9;0.3;0;1;0;0
Stefan de Vrij;;Netherlands;32;190;Inter;6;393;32065;81.5903307888041;24;0.0610687022900763;11;0.0279898218829517;33;0.083969465648855;2;0.00508905852417303;0.5;90;1.9;0;0;1;0
Kristjan Asllani;;Albania;22;175;Inter;21;94;3981;42.3510638297872;3;0.0319148936170213;3;0.0319148936170213;9;0.0957446808510638;0;0;0.8;89.1;0.1;0;1;0;0
Yann Bisseck;;Germany;23;196;Inter;31;36;1895;52.6388888888889;2;0.0555555555555556;0;0;3;0.0833333333333333;0;0;0.6;92.2;1.4;0;0;1;0
Tomás Palacios;;Argentina;21;196;Inter;42;5;183;36.6;0;0;0;0;1;0.2;0;0;0.2;83;0.4;0;0;1;0
Mehdi Taremi;;Iran;32;185;Inter;99;201;14206;70.6766169154229;96;0.477611940298507;46;0.228855721393035;18;0.0895522388059701;5;0.0248756218905473;2.4;73.5;1.6;1;1;0;0
Carlos Augusto;Carlos Augusto Zopolato Neves;Brazil;25;184;Inter;30;110;7514;68.3090909090909;7;0.0636363636363636;8;0.0727272727272727;9;0.0818181818181818;0;0;0.7;85.4;1.8;0;1;1;0
Joaquín Correa;;Argentina;30;189;Inter;11;286;15089;52.7587412587413;48;0.167832167832168;24;0.0839160839160839;33;0.115384615384615;4;0.013986013986014;1.5;82.6;0.4;1;1;0;0
Marko Arnautovic;;Austria;35;192;Inter;8;405;27833;68.7234567901235;112;0.276543209876543;54;0.133333333333333;52;0.128395061728395;4;0.00987654320987654;2.1;75.9;0.5;1;1;0;0
Logan Costa;Logan Evans Costa;France;23;190;Villarreal;2;59;5001;84.7627118644068;2;0.0338983050847458;1;0.0169491525423729;7;0.11864406779661;1;0.0169491525423729;0.4;83.9;1.8;0;0;1;0
Yann Gboho;;Ivory Coast;23;178;Toulouse;10;120;6506;54.2166666666667;11;0.0916666666666667;14;0.116666666666667;3;0.025;0;0;1.1;72.4;0.4;1;1;0;0
Djibril Sidibé;;France;32;182;Toulouse;19;290;21840;75.3103448275862;14;0.0482758620689655;29;0.1;53;0.182758620689655;2;0.00689655172413793;0.6;79.2;1.2;0;1;1;0
Ümit Akdag;;Turkey;21;192;Toulouse;6;3;187;62.3333333333333;0;0;0;0;0;0;0;0;0;78.7;4.7;0;0;1;0
Joshua King;;Norway;32;180;Toulouse;13;334;20627;61.7574850299401;65;0.194610778443114;24;0.0718562874251497;20;0.0598802395209581;0;0;1.5;75;1.6;1;1;0;0
Vincent Sierro;;Switzerland;29;185;Toulouse;8;88;5540;62.9545454545455;7;0.0795454545454545;4;0.0454545454545455;17;0.193181818181818;0;0;0.8;79.2;0.9;0;1;0;0
Cristian Cásseres;;Venezuela;24;176;Toulouse;23;152;11241;73.9539473684211;13;0.0855263157894737;15;0.0986842105263158;35;0.230263157894737;0;0;1;75.9;1.2;0;1;0;0
Rasmus Nicolaisen;;Denmark;27;191;Toulouse;2;103;8532;82.8349514563107;2;0.0194174757281553;3;0.029126213592233;13;0.12621359223301;2;0.0194174757281553;0.5;82;3.4;0;0;1;0
Zakaria Aboukhlal;;Morocco;24;179;Toulouse;7;148;6273;42.3851351351351;28;0.189189189189189;8;0.0540540540540541;11;0.0743243243243243;0;0;1.6;72;0.4;1;1;0;0
Mark McKenzie;;USA;25;184;Toulouse;2;114;9216;80.8421052631579;4;0.0350877192982456;1;0.0087719298245614;16;0.140350877192982;0;0;0.3;86.6;1.9;0;0;1;0
Charlie Cresswell;;England;22;183;Toulouse;4;52;3655;70.2884615384615;4;0.0769230769230769;2;0.0384615384615385;5;0.0961538461538462;0;0;0.9;75.8;4.3;0;0;1;0
Gabriel Suazo;;Chile;27;178;Toulouse;17;69;4847;70.2463768115942;2;0.0289855072463768;6;0.0869565217391304;9;0.130434782608696;1;0.0144927536231884;0.2;82;0.4;0;1;1;0
Warren Kamanzi;;Norway;24;177;Toulouse;12;51;2573;50.4509803921569;0;0;3;0.0588235294117647;5;0.0980392156862745;0;0;0.2;84.8;0.4;0;1;1;0
Guillaume Restes;;France;19;188;Toulouse;50;53;4770;90;0;0;0;0;5;0.0943396226415094;0;0;0;71;0.2;0;0;0;1
Aron Dønnum;;Norway;26;179;Toulouse;15;149;9571;64.2348993288591;9;0.0604026845637584;15;0.100671140939597;33;0.221476510067114;0;0;0.8;73.9;0.4;0;1;0;0
Shavy Babicka;;Gabon;24;179;Toulouse;80;29;1141;39.3448275862069;7;0.241379310344828;0;0;1;0.0344827586206897;0;0;0.9;70.7;0.2;1;0;0;0
Niklas Schmidt;;Germany;26;184;Toulouse;20;129;6501;50.3953488372093;12;0.0930232558139535;7;0.0542635658914729;17;0.131782945736434;0;0;1.2;79.6;0.5;1;1;0;0
Denis Genreau;;Australia;25;175;Toulouse;5;46;1719;37.3695652173913;0;0;2;0.0434782608695652;5;0.108695652173913;0;0;0.4;76.6;0.4;0;1;0;0
Jaydee Canvot;;;18;;Toulouse;29;1;4;4;0;0;0;0;0;0;0;0;0;83.3;1;0;0;1;0
